reply_tweet_id,customer_message,apple_reply,cluster_intent,intent,created_at,gold_escalate,human_verified,reviewer,reviewed_at,review_notes
824110,"Fucking Twitter and Facebook manage to sync the badges. Why do i have to keep deleting each iMessage 5 times, on each device, ?",We'd love to help out. Send us details on what is happening compared to your expectations to get started. DM us.,all_apps_crashing,recurring_device_issues,Thu Oct 12 23:31:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
480549,idk its been broke for awhile now,Let’s team up to get this behavior addressed. Which device are you using? Do you get any prompts or messages when you attempt to use FaceTime? Let us know via a DM. We’ll move from there.,all_apps_crashing,recurring_device_issues,Fri Dec 01 13:42:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1892855,this is annoying my phone keeps asking for my password over and over when trying to download apps I’m running off 11.0.3 on 📱8,"We're glad you reached out to us. We understand how important it is to download apps, and want to help. DM us to get started.",all_apps_crashing,account_and_store_issues,Mon Oct 23 01:11:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
752540,Please fix the Control Center #WiFi &amp; #Bluetooth toggle in #iso11 to actually turn-off &amp; not simply disconnect #batterydrain #pissed,"What you're describing is expected behavior in iOS 11. Give us your feedback, talk to us here:",all_apps_crashing,ios_update_issues,Sat Oct 07 03:48:30 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1509903,Hey you mind fixing the bug that’s causing all my contacts to be without names in iMessage? Kthxbye,We'll be happy to look into this. DM us which device you're using and we'll get started.,all_apps_crashing,software_update_issues,Mon Oct 16 23:58:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
788867,Yes lt does. Stil there after reboot and hard reset,Let’s look into this in more detail. Reach out to us in DM and we will help.,all_apps_crashing,recurring_device_issues,Thu Oct 12 15:51:28 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2652653,"Unfortunately getting used to it isn’t the problem. Multiple keys just don’t work, are stuck or jammed ☹️","We'd like to help you out with your keyboard. Please send us a DM letting us know more about what's going on, exactly. We'll do our best to get to the bottom of this for you.",all_apps_crashing,recurring_device_issues,Sun Nov 19 02:24:50 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2371185,"Yes. After typing in the password, it shows where I am logging in from, gives me the code, then the pop up above appears.","Which device are you attempting to access iCloud from? Also, have you attempted to sign in again to see if it allows you to? DM the answer below.",all_apps_crashing,account_and_store_issues,Tue Nov 14 00:26:01 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1395704,it’s finally been sorted. Thanks.,You're welcome. We hope that you enjoy the rest of your day.,all_apps_crashing,recurring_device_issues,Sat Oct 28 15:35:38 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1146023,"Even on Wi-Fi, I'm getting the same issue. I also got replies from 2 other people who have the same issue.",Thanks for clarifying. Let's take a deeper look into this. Please send us a DM.,all_apps_crashing,recurring_device_issues,Tue Oct 24 15:15:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
301563,"Hey I want to reset my security questions but I keep getting this lovely response, what gives?",The best resource for this issue will be our Apple ID experts here:,all_apps_crashing,account_and_store_issues,Fri Oct 06 21:10:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1510555,wtffff get your software together i️ i️ i️ i️ i️ i️ can’t !!!!!!!!!,We can offer some assistance with that issue. Please send us a DM when you have a moment.,all_apps_crashing,keyboard_autocorrect_bug,Fri Nov 03 14:51:01 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1957979,I’ve only noticed it on WhatsApp so far. But it’s been happening since the first iOS11 update,"Since the issue seems to be isolated to WhatsApp, let's ensure it's fully up-to-date. If issues continue, DM us here:",all_apps_crashing,software_update_issues,Mon Oct 30 19:23:29 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1745527,"Im using the built in keyboard, I've never installed any additional ones. Facebook pages and notes are also super slow.","Got it, thanks for the information. Send us a DM using the link below and we'll continue.",all_apps_crashing,software_update_issues,Tue Nov 07 21:59:01 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1512168,Tried restarting but doesn’t solve it. Updated the OS yesterday and it appeared once I updated.,Thanks for confirming that for us. Can you follow the steps here to test the issue in safe mode?,all_apps_crashing,macos_update_issues,Fri Nov 03 23:02:31 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1053692,please add me to the list of people who are having their WiFi indicator in Control Center on when the WiFi is sposed to be OFF,Hey there! This is intended. You can turn off Wi-Fi in Settings &gt; Wi-Fi. This link has more info:,all_apps_crashing,ios_update_issues,Mon Oct 23 12:39:01 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1671210,shame that your upgrade programme does not allow customers to join - even when they try on 4 consequetive 6:00am mornings,We want to get you in the right place. Reach out to our Online Sales team for answers:,all_apps_crashing,account_and_store_issues,Mon Nov 06 13:27:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2054915,"music app doesn’t work since 11-11.0.2, this is a joke. Fix this.","Fill us in via DM on the issues that you're experiencing with Apple Music, then we'll be happy to assist from there on this.",apple_music_issue,apple_music_issue,Thu Oct 05 14:18:28 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1735796,Anyways Angel still won't play/download on my iTunes ever since I purchased the album fix my iTunes plz n thnx bb,We understand how important it is to have your purchased album complete. Try redownloading:,apple_music_issue,apple_music_issue,Tue Oct 17 19:44:41 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2580597,all my music is gone 🙄😡 thousand plus songs!,We want to help get your music back. Are you a Apple Music subscriber? Did you recently update your device?,apple_music_issue,apple_music_issue,Thu Nov 16 22:22:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1548542,needs to get their shit together. my phone STAYS restarting itself when i’m tryna listen to music.,Go ahead and DM us with your iOS version and we will go from there.,apple_music_issue,recurring_device_issues,Sun Nov 26 02:45:44 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
483181,How do I go about getting my Powerbeats repaired? Got a pair for graduation in May and they already won’t turn on. Charge just fine. Thanks!,Thanks for reaching out to us. We are always happy to help. Send us a DM. We'd be happy to look into your options with you there.,apple_music_issue,recurring_device_issues,Fri Dec 01 14:35:35 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1735936,I’ve only notice it happen with earpods I’m on 11.1,"Let us know via DM which country you are in, then we can dig in to this further from there.",apple_music_issue,recurring_device_issues,Tue Nov 07 22:00:21 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1900086,I’m still running into problems with accessing my Apple Music. Help!,We'd be happy to look into this with you. Can you provide us details of what you're experiencing with your Apple Music?,apple_music_issue,apple_music_issue,Wed Oct 18 13:03:35 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2652665,Apple music keeps crashing after I updated.,"Thanks for reaching out to us. When you say it's crashing, do you mean the app just closes anytime you try to open it, or something else?",apple_music_issue,apple_music_issue,Sun Nov 19 01:52:28 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1851653,"Okay so the 2nd album loaded when I restarted the phone, but it got broken up into two separate albums.","So you only have one of the albums split in half, and another that didn't download at all, correct? Send us a DM to continue.",apple_music_issue,apple_music_issue,Thu Oct 19 00:01:02 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
26703,"Yes thank you! So I downloaded ""Harry Styles: Behind the Album/ Behind the Music Video"" in May. And now suddenly I just can't watch it",Are you able to play other videos and music without issue?,apple_music_issue,apple_music_issue,Wed Nov 08 23:32:01 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1623371,Apple Music can suck it!! Really I️ can’t access music I️ have purchased!!,We want to help. What happens when you try to play what you have purchased?,apple_music_issue,apple_music_issue,Sun Nov 05 17:34:05 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2246782,why does my music turn off when I use certain apps at certain times but not at other times?,We'd like to help. Let us know which device and OS you're experiencing this issue with via DM. We'll go from there.,apple_music_issue,apple_music_issue,Sat Nov 25 15:20:24 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2003210,my phone has been super fucked since the ios update. my music app is closed and there are no headphones plugged in obviously. 🙄🙄🙄,"We want your iPhone working smoothly. Reply by DM, and let us know what shows as the iOS version in Settings&gt;General&gt;About.",apple_music_issue,software_update_issues,Fri Nov 03 23:31:25 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1169551,"Thanks. I enabld it, now the buttons can control the ringer volume. But, the 'control center' sound icon still appears to hav no effect.","Alright, let's restart the iPhone to see if that helps the issue. If you need help follow these steps:",apple_music_issue,recurring_device_issues,Sun Oct 15 16:16:31 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2527052,"Well, videos won't play in the browser, but they will be played on a connected AirPlay endpoint automatically.",Do you AirPlay to devices other than your Apple TV? We ask to be sure we're isolating the issue. Please DM us.,apple_music_issue,recurring_device_issues,Thu Nov 16 04:16:30 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1212769,This happens with multiple songs.,What iOS are you using? Send us a Direct Message with your reply and we'll work this out with you.,apple_music_issue,apple_music_issue,Wed Oct 25 12:53:45 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2487100,I have over 700 songs in my playlist and I have to scroll down every time to play my newly added songs. Would be good if a sort ascending/descending feature was added 😀 pass on to developers!,We appreciate any suggestions you have on how we can improve! Let us know more here:,apple_music_issue,apple_music_issue,Wed Nov 15 16:41:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
337449,ran the update on my iPod Touch and it's awful. Podcasts stop playing; takes 6 seconds to register every command 11.0.2,We'd like to take a closer look with you. DM us and we'll get started.,apple_music_issue,software_update_issues,Sat Oct 07 22:09:56 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1266537,why my credit card keep declined by itunes?,We'd be happy to look into this with you more in detail. Reach out to us via DM and we'll get started.,apple_music_issue,account_and_store_issues,Thu Oct 26 12:48:01 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2734106,"My battery is draining very fast on my iPhone 6... just getting 2-2.5 hours of screen on time,,, this is not accepted🤦🏻‍♂️🤷🏻‍♂️",We know battery life is important and we'll do everything we can to help. Take a look at this article which has some tips to maximize battery life by adjusting some settings and let us know how it goes:,battery_drain_after_update,battery_drain_after_update,Mon Nov 20 14:25:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
98864,Update: My phone just shut off at 60% and then I managed to turn it back on and it was at 10% 🙃🙃,We understand it's important to be able to use your iPhone without it shutting down unexpectedly. Which version of iOS are you running now in Settings &gt; General &gt; About?,battery_drain_after_update,battery_drain_after_update,Thu Nov 30 16:51:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2505037,"I can charge it no problem, but I haven’t changed my usage habits and my 7 needs to be charged much sooner than previously. I noticed a changed after I upgraded to iOS 11.","For our next steps, let's pair up in DM to work from there.",battery_drain_after_update,battery_drain_after_update,Wed Nov 15 22:34:35 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1912680,Hey and how is it that literally 2 days after I make my last installment payment that my battery drains at warp speed,"Definitely not the expectation, but we can help. Let us know via DM the iPhone you have and the iOS installed.",battery_drain_after_update,battery_drain_after_update,Thu Oct 26 20:06:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2780686,"hi, since the latest IOS update my battery life has been shocking. Is there anything that can be done to rectify this? Thanks","We can check into what is going on with your battery together. Meet us in DM to gather some information, please.",battery_drain_after_update,battery_drain_after_update,Tue Nov 21 16:37:34 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
247122,You guys any closer to sorting out the battery draining issues with ios11? It’s killing my phone within a few hours.,Thanks for reaching out. We'd like to take a look at this with you in DM.,battery_drain_after_update,battery_drain_after_update,Thu Oct 05 15:43:34 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1913206,"my iphone 6 is near unusable since the os11 update. Freezes, non responsive, stuck, battery lasts not more than 1 hr! What has dobe?",We want to do everything we can to help you out. When did you complete the update? Do you notice this happening during certain Apps?,battery_drain_after_update,software_update_issues,Sat Nov 25 14:02:31 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1942969,"Dear , it’s very annoying that my screen stays on when I get a notification until I lock it. Good way to kill my battery",We're here to get your notifications in order. It's supposed to timeout after some time. Does this happen with specific apps?,battery_drain_after_update,software_update_issues,Sun Oct 29 22:21:26 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2406665,My iPhone 7 32GB Black's battery goes from 100 to 0 so quick. I want a refund .,That's not the experience we want you to have with your iPhone but we'd be happy to offer some info to help improve the battery for you. Could you DM us the iOS version your using?,battery_drain_after_update,battery_drain_after_update,Tue Nov 14 15:31:36 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
841928,plz return my ios 10 battery is draining like yur meter using by two people,We'd like to look into what's going on. Which device and iOS version are you using?,battery_drain_after_update,battery_drain_after_update,Fri Oct 13 12:22:31 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2534865,"It's not the battery life that's the problem, it's the fact that the decision whether to use her torch with a low battery should be hers, not yours. Giving her tips on how to extend the battery life is NOT the issue here.","We apologize for the misunderstanding. We’d like to gather some more information about what’s going on. Do you know the exact iOS version she’s running? Meet us over in DM with that, and we’ll work with you there.",battery_drain_after_update,ios_update_issues,Sun Nov 26 21:00:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
4899,Please fix the battery issues in Ios 11!,We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,battery_drain_after_update,battery_drain_after_update,Tue Oct 31 23:21:24 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1966879,Battery draining faster than before after iOS 11.0.3 Update this is the worst ! #iwantogoback,"Hey, we can check out the battery life together. DM us the country you're located in and we'll take it from there.",battery_drain_after_update,battery_drain_after_update,Tue Oct 31 12:45:29 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
237298,new 11 update is draining charging very fastly and very bad performance please fix it !!,"We’d like to help. Which version of iOS 11 did you update to? Also, which device are you using?",battery_drain_after_update,software_update_issues,Tue Oct 03 21:46:29 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2899063,I wish would hurry up and patch the battery issue with iOS 11.1.2. Phone drains to 1% even when idle.,"We'd be happy to work with you on a solution. Can you tell us the iPhone model affected? Also, how long does the battery last on a full charge? Meet us in DM with your response, please.",battery_drain_after_update,battery_drain_after_update,Tue Nov 28 17:15:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1815822,My iPhone battery is draining superfast these days. What may be the reason??,"We can help you with your battery. Give the steps in our article a shot, and DM us if this continues:",battery_drain_after_update,recurring_device_issues,Mon Oct 16 03:07:28 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1797433,what are you gonna do to fix out phone batteries still being drained after the update that was supposed to fix em?,"Are you still having battery life issues after updating to iOS 11.0.3? If so, let us know in DM. We can work together there.",battery_drain_after_update,battery_drain_after_update,Fri Oct 13 21:57:40 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2350803,"Experimenting several battery drain on my iPhone 7 Plus with iOS 11.1.1, at least 2 hours less compared with iOS 10, what can I do ?","Hi there. Have you already made sure all apps are up-to-date in the App Store, and restarted the device? Please DM and let us know, we'll be happy to help out.",battery_drain_after_update,battery_drain_after_update,Mon Nov 13 17:42:30 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1975430,Since I updated my iOS my phone has slowed to a crawl and the battery lasts half as long.. thanks,"We're happy to look into this with you, Nigel. Please DM to let us know which version of iOS you're using and we'll go from there.",battery_drain_after_update,software_update_issues,Wed Nov 01 16:40:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2896147,I had a call told they need to escalate and the line went dead brilliant yet again,We'd like to look in to your options. Please DM us about this call.,customer_service_complaint,customer_service_complaint,Tue Nov 28 16:35:37 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1555584,Aw yeah i bet you see some fucking boxes too where my I’s suppose to be 🤦🏽‍♂️,Hi. Here's an article with information that you can use to help with that:,customer_service_complaint,keyboard_autocorrect_bug,Sat Nov 04 12:06:00 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2485779,If I create an animation in Animate CC is there a way to embed it into an Keynote presentation? Thanks! #scicomm #phdchat #techhelp,Let's get you connected to our Keynote team. Please use this link to get in contact with them: Select Apps &amp; Software &gt; Mac apps.,customer_service_complaint,macos_update_issues,Wed Nov 15 15:59:31 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1020866,Yo smd juuuu heard how tf I come to class at 8:10 with 100% and now my shit at 23%,We know battery life is important and want to help. Are there any app updates available in the App Store?,customer_service_complaint,recurring_device_issues,Thu Oct 12 15:36:35 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1337314,"and , know you’re fielding a lot of inquiries today, but the email I supposedly was sent never arrived. Help!","Was this order made through our website? If so, reach out to our Online Sales team: They can help.",customer_service_complaint,account_and_store_issues,Fri Oct 27 14:39:15 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
609768,I'm very disappointed and hurt by,This is not the experience we want for you. Please let us know if we can be of assistance via DM.,customer_service_complaint,customer_service_complaint,Wed Oct 04 12:14:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
12007,No it doesn’t address. Nothing even included about battery improvement on the SW release notes from what I can see.,We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started.,customer_service_complaint,battery_drain_after_update,Wed Nov 01 12:10:41 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1405495,still looks like this and I don't know what to press😭,OK. DM us and let us know which country you're located in. We're happy to look into some options for you.,customer_service_complaint,recurring_device_issues,Sat Oct 28 19:22:28 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
2573877,. #customerservice used to set it apart now it’s poor like all others. Why do I have to make a genius 🙄 appt if I’m in store &amp; simply have a technical question? They r always understaffed &amp; parrot same excuses.,We'd like to save you the trip if we can. Feel free to send us a DM and let us know how we can help you.,customer_service_complaint,customer_service_complaint,Thu Nov 16 20:37:00 +0000 2017,TRUE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1589328,I️ know I’m like I️ updated why am i still seeing this box. 😩,Thanks for updating your device. Follow the suggestions from this link here: Let us know if this helps.,customer_service_complaint,keyboard_autocorrect_bug,Sat Nov 04 23:41:30 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
1236877,Thanks! This was really helpful.,Great! Let us know if we can be of further help. Take care.,customer_service_complaint,customer_service_complaint,Wed Oct 25 23:30:38 +0000 2017,FALSE,TRUE,Lokesh Kumar A R,2026-09-16T21:14:44.858285+00:00,
